Id,degree,group
14146101,11,4
1006920201257046016,11,5
920667054495191040,11,0
817795724809293824,11,5
1233887775444914176,11,0
1212447145065795584,11,3
2495912628,11,6
449772231,11,3
247888588,11,3
154229481,11,0
1366797804845359106,11,6
118479677,11,5
143760279,11,3
2334686104,11,4
470997979,11,1
1095842784,11,3
868555504674635776,11,2
2744826967,11,3
1055808601,11,2
497802333,11,1
305618039,11,3
30629031,11,5
193821864,11,0
777574629745582080,11,1
191061219,11,1
909930580120412160,11,0
883355017402621952,11,1
1118902292881842176,11,3
404413711,11,5
454057273,11,6
225885566,11,3
47922583,11,1
227614201,11,4
32136778,11,4
1184021877297209088,11,4
1154416362065977088,11,0
977583444724248576,11,4
1194745704,11,5
1086642236664749952,11,2
913156398481121152,11,0
2974844289,11,5
2785738720,11,5
1520503899714723840,10,0
1281568913269153792,10,2
888174812094504960,10,2
1333362102053036032,10,4
1471557842746413056,10,4
1446608977,10,3
710205039361527808,10,2
915311247775686784,10,6
748640171290136576,10,3
301752543,10,0
216826098,10,0
1476610352460742912,10,3
1056832545021747200,10,1
961351229120176128,10,0
574030104,10,3
2796044586,10,4
290259265,10,4
2897355113,10,1
1343960157093507072,10,1
833402755792384000,10,3
3044729222,10,0
223412622,10,4
256590246,10,3
281985484,10,0
1277678207366561792,10,1
1125878686643818368,10,4
4284883575,10,3
109314706,10,1
850813687,10,3
119489286,10,1
423617294,10,0
773597538540716032,10,2
3026395983,10,3
1624957778,10,0
695956402628620288,10,2
3061785515,10,6
712980732323479552,10,3
524600306,10,3
11813882,10,4
2445321217,10,1
285041676,10,6
627303451,10,5
242762794,10,1
135275600,10,5
845564768647811072,10,0
1270003496243335168,10,2
1288512143755743232,10,2
600892574,10,0
856728757,10,6
806290658,10,0
435946722,10,2
15942903,10,5
1386530077,10,0
523568422,10,1
4148716888,10,5
633202022,10,3
1258066611216494592,10,0
714851860117630976,10,5
541697427,10,0
607397293,10,2
536634845,10,0
594920956,10,5
568927787,10,5
1528309298,10,1
231114338,10,5
897361526,10,0
923997399823077376,10,2
963179251229970432,10,3
712017515136864256,10,4
549947017,10,3
376661645,10,5
2468284069,10,1
1294205080351252480,10,4
198125295,10,5
482887422,10,3
925760886320566400,10,0
14763800,10,5
255076140,10,3
284182431,10,3
483895220,10,2
555395009,10,0
404670464,10,0
822217992805158912,10,3
2476820541,10,3
1632372830,10,2
1471941825132957696,10,2
1020315786,10,2
1055049900,10,1
1122482368638541824,10,2
1920084194,10,5
1251453158,10,5
4555794677,10,3
293923064,10,5
2227669246,10,5
115304706,10,5
520546627,10,1
1169745609160634368,10,4
211913116,10,1
242362856,10,1
1266731508,10,1
1547869729263534080,10,1
4506675735,10,0
78293537,10,1
727757659651354624,10,1
78449203,10,5
1331827499215572992,10,1
243387072,10,5
92801796,10,0
11946772,10,0
2190265116,10,4
811307915697123328,10,1
425913215,10,4
853253024877342720,10,3
246827911,10,1
1021840286,10,1
550792130,10,1
185666522,10,1
203983846,10,1
276614158,10,4
213216273,10,0
2777680919,10,0
3032435819,10,4
1215769409006047232,10,3
1009391786115174400,10,0
14380167,10,0
121769123,10,1
147205319,10,2
900667196992610304,10,3
35884258,10,1
1050840356,10,0
14773568,10,0
145976644,10,4
920604417044381568,10,0
1286949445133905920,10,3
1422855147642925056,10,5
365940116,10,5
376442285,10,0
193883580,10,4
2555399623,10,2
841534944,10,0
4785761783,10,3
1067458762800328832,10,4
226897441,10,4
245083695,10,1
293400142,10,5
2821484136,10,3
217017969,10,3
1505683275779657728,10,4
1238211588106211328,10,2
915314358175125506,10,0
452488873,10,1
1220026573291692032,10,0
3129913011,10,2
1210156495393951488,10,1
853413649,10,2
902494907906093056,10,0
865259561409802240,10,2
1033361177496219648,10,0
1026843478783913984,10,0
929406907978313600,10,2
997477985417613184,10,0
908383164707590016,10,0
244674478,10,4
2721501119,10,6
196128712,10,4
245010387,10,0
2690666503,10,1
18133020,10,5
581832752,10,2
702498705786736640,10,4
775353866166669312,10,1
2576986203,10,4
278950016,10,0
1036987267011801216,10,0
1261834381,10,5
3145429216,10,3
820701463068418048,10,3
113987900,10,0
57291113,10,0
558854512,10,0
1365152142,10,2
597332378,10,0
266572228,10,1
329929158,10,3
33173981,10,4
757512908595232768,10,2
899332379457847296,10,3
782997540795023360,10,1
2472383017,10,3
40661559,10,1
89518673,10,0
233460308,10,3
521409113,10,0
4458852977,10,3
2539565701,10,0
307368587,10,0
2479600314,10,1
1098502880,10,0
148050660,10,5
2757964526,10,5
734459333317124096,10,0
80073477,10,1
333689614,10,0
1916760870,10,0
285061928,10,3
21590847,10,4
216896413,10,3
809095099112128512,10,4
245355537,10,0
4880938055,10,2
376820832,10,0
1223946436318040064,10,2
748991409311604736,10,3
754103324081807360,10,1
221861032,10,0
2353869998,10,4
528577768,10,3
193426670,10,1
1053288704247242752,10,5
2367452436,10,0
576959788,10,0
222827837,10,1
1240326437187485696,10,5
992079020811485184,10,0
882455971,10,0
1002329538,10,2
418780634,10,0
725314379017797632,10,1
281220653,10,0
2373400114,10,0
948880454341545984,10,1
917410795297886208,10,0
932755960510205952,10,1
989101043450564608,10,1
544667244,10,1
1605703291,10,0
1580144293,10,0
520754870,10,5
2394371772,10,1
841774814,10,2
602601186,10,4
910215910304178176,10,0
960230029836869632,10,0
1173528364126232576,10,0
219584277,10,1
113907485,10,5
400267045,10,1
260380488,10,0
617035742,10,4
802944209846145024,10,3
1904752729,10,0
146036833,10,2
397580405,10,3
124016777,10,4
404732061,10,1
1185270556804964352,10,3
3304388831,10,1
85342432,10,3
1332675319438974976,10,3
715292386021285888,10,4
253745460,10,3
253704521,10,0
227604842,10,0
3023763851,10,2
1032608172,10,1
578935224,10,1
377665997,10,4
853227984,10,2
1279157151253086208,10,2
1243901427669483520,10,2
2907363856,10,1
3403299377,10,2
449845886,10,3
1211954164957270016,10,2
3707910855,10,0
2887883469,10,4
232127196,10,5
1249996292346044416,10,4
1157844308172693504,10,0
1244920847816679424,10,2
320289553,10,0
1111329627484631040,10,3
199793478,10,0
2992380891,10,2
778312687,10,1
774732798188027904,10,0
1300120655644557312,10,2
886438932,10,0
1405606962,10,2
587463774,10,0
231431302,10,1
2359286919,10,0
4195957935,10,0
174693608,10,2
872893392526745600,10,0
910610669342531584,10,5
2792906025,10,2
218856800,10,3
788913570,10,4
2456599982,10,1
74161617,10,1
624721443,10,0
739327538,10,5
169606752,10,0
1093997244100026368,10,2
87170798,10,1
278978298,10,1
269344604,10,0
136961885,10,1
1338718173579931648,10,4
1325579656423239680,10,0
934613739793510400,10,0
1335642342708178944,10,0
1092805483554054016,10,2
1031093064398512000,10,0
1033740647533043584,10,2
908365877934006400,10,0
205299604,10,5
282116008,10,1
634437625,10,0
